,tweet_text
1688,"['ipad2', 'sxsw', 'popup', 'mention', 'apple', 'store', 'sxsw', 'link']"
852,"['look', 'hig', 'like', 'guideline', 'design', 'android', 'link', 'adam', 'beckley', 'uxamandroid', 'mention', 'sxsw']"
6304,"['mention', 'mashup', 'mobile', 'contextual', 'information', 'future', 'google', 'marissa', 'mayer', 'sxsw', 'thefutureismobile', 'sxsw']"
5879,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw']"
8528,"['google', 'latitude', 'make', 'big', 'push', 'sxsw', 'breakthrough', 'year', 'link']"
2840,"['pick', 'leanstartup', 'bundle', 'sxsw', 'mention', 'link', 'startup', 'read', 'ipad']"
4612,"['interest', 'news', 'mention', 'interrupt', 'regularly', 'schedule', 'sxsw', 'geek', 'program', 'big', 'news', 'link', 'google', 'circle']"
2490,"['ipad', 'find', 'friend', 'jeff', 'sxsw', 'thanks', 'everyone', 'help', 'especially', 'mention']"
6906,"['mention', 'launching', 'product', 'sxsw', 'plenty', 'else', 'join', 'h4ckers', 'amp', '80', 'dance', 'today', 'link']"
7391,"['tech', 'apple', 'head', 'sxsw', 'set', 'temporary', 'store', 'austin', 'link', 'technology']"
2850,"['save', 'tree', 'cardless', 'sign', 'mention', 'cardless', 'contact', 'tool', 'sxsw', 'link', 'environmental', 'android', 'iphone']"
6666,"['mention', 'mention', 'spill', 'bean', 'next', 'platform', 'flipboard', 'iphone', 'team', 'start', 'work', 'sxsw']"
5882,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw']"
4453,"['sit', 'floor', 'hyatt', 'next', 'outlet', 'top', 'iphone', 'charge', 'like', 'kind', 'tech', 'junkie', 'sxsw', 'sxsw11']"
7422,"['rumor', 'apple', 'set', 'temporary', 'store', 'ipad2', 'release', 'near', 'sxsw', 'convention', 'center', 'downtown', 'austin', 'link', 'sxsw', 'ipad2']"
6485,"['mention', 'mention', 'mention', 'quot', 'google', 'tweet', 'quot', 'new', 'quot', 'think', 'speak', 'quot', 'mark', 'belinsky', '911tweets', 'panel', 'sxsw']"
2480,"['interested', 'see', 'google', 'show', 'unveil', 'circle', 'sxsw']"
6618,"['mention', 'mention', 'give', 'away', 'ipad', 'kick', 'time', 'sxsw', 'visit', 'page', 'info', 'link']"
2142,"['google', 'heat', 'map', 'global', 'search', 'sxsw', 'hotpot', 'link']"
5189,"['mention', 'quot', 'kid', 'grow', 'think', 'new', 'york', 'time', 'google', 'separate', 'industry', 'quot', 'mention', 'bvj', 'sxsw']"
2745,"['great', 'see', 'mention', 'austin', 'convention', 'center', 'today', 'mention', 'fam', 'show', 'new', 'iphone', 'game', 'sxsw']"
7254,"['love', 'god', 'need', 'macbook', 'pro', 'charger', 'apple', 'store', 'congress', 'close', 'austin', 'get', 'one', 'sxsw']"
3507,"['apple', 'ehphone', 'available', 'canada', 'sxsw', 'apple', 'aphone', 'canada']"
1680,"['mention', 'sxsw', 'quot', 'really', 'great', 'social', 'search', 'probably', 'good', 'idea', 'google', 'quot', 'mention']"
4250,"['really', 'need', 'get', 'vaccine', 'sxsw', 'iphone', 'onset', 'prostate', 'cancer', 'chortler', 'cough', 'mustachepox', 'real', 'thing']"
3148,"['google', 'offering', 'reward', 'sxsw', 'check', 'in', 'link']"
8131,"['sxsw', 'never', 'take', 'fully', 'charge', 'iphone', 'grant', 'pic', 'edit', 'tweet', '4square', 'apps', 'zap']"
7005,"['sxsw', 'iphone', 'developer', 'meet', 'crazy', 'pack']"
581,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw', 'dije', 'wey', 'mention']"
4071,"['ipad', 'sell', 'retail', 'store', 'except', 'sxsw', 'pop', 'store', 'austin', 'igottagetit']"
3344,"['possible', 'google', 'social', 'network', 'preview', 'sxsw', 'link']"
7405,"['ooooo', 'apple', 'rumor', 'open', 'temporary', 'store', 'sxsw', 'link']"
3673,"['stand', 'back', 'iphone', 'plug', 'laptop', 'connect', 'ready', 'everything', 'great', 'one', 'happy', 'gsdm', 'sxsw']"
560,"['sxsw', 'google', 'authenticator', 'app', 'mobile', 'device', 'step', 'ahead']"
5238,"['mention', 'ipad', 'lounge', 'recharge', 'coffee', 'h2o', 'ipad', 'art', 'show', 'free', 'daily', 'sxsw', '106', '8th', 'congress', 'austin', 'detail', 'link']"
7806,"['public', 'service', 'announcement', 'mention', 'grill', 'amaze', 'drink', 'food', 'free', 'great', 'company', 'zazzle', 'ipad', 'case', 'sxsw']"
513,"['save', 'ipad2', 'photo', 'apple', 'store', 'sxsw', 'link', 'mention', 'mention', 'mention', 'mention', 'jerranalley', 'tbalinas']"
1082,"['exclusive', 'shot', 'sxsw', 'popup', 'apple', 'store', 'link']"
1665,"['ideally', 'quot', 'google', 'logos', 'bring', 'people', 'together', 'socially', 'quot', 'mention', 'creative', 'lead', 'google', 'doodle', 'team', 'gsdm', 'googledoodle', 'sxsw']"
1932,"['samsung', 'galaxy', 'appear', 'fcc', 'team', 'android', 'sxsw', 'party', 'android', 'phone', 'android', 'tablet', 'news', 'tech', 'gad', 'link']"
8786,"['view', 'inside', 'link', 'mention', 'apple', 'popup', 'store', 'sxsw', 'link']"
1151,"['goal', 'day', 'knock', 'government', 'talk', 'install', 'android', 'sdk', 'amp', 'pray', 'sencha', 'phonegap', 'workshop', 'android', 'sxsw']"
2839,"['pick', 'ipad', 'back', 'sxsw', 'link']"
5950,"['mention', 'great', 'session', 'mention', 'ipad', 'design', 'good', 'insight', 'tapworthy', 'hisxsw', 'sxsw']"
8309,"['tweet', 'send', 'popup', 'apple', 'store', '6th', 'congress', 'sxsw', 'austin']"
5178,"['mention', 'quot', 'google', 'tweet', 'quot', 'new', 'quot', 'think', 'speak', 'quot', 'mark', 'belinsky', 'sxsw']"
831,"['lazy', 'google', 'sxsw']"
8312,"['sxsw', 'post', 'mobile', 'social', 'party', 'mention', 'link', 'via', 'mention', 'could', 'win', 'photography', 'gear', 'amp', 'ipad']"
4753,"['mention', 'link', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'sxsw']"
8837,"['saw', 'someone', 'film', 'sxsw', 'trade', 'show', 'floor', 'teeny', 'hand', 'hold', 'steady', 'cam', 'iphone', 'jealous']"
636,"['love', 'macbook', 'ipad', 'iphone', 'sxsw', 'year', 'one', 'run', 'juice', 'jump', 'next']"
4466,"['fun', 'google', 'analytics', 'berklee', 'topspin', 'class', 'use', 'great', 'info', 'marketing', 'music', 'sxsw']"
6800,"['mention', 'tim', 'reilly', 'web', 'definition', 'company', 'survive', 'built', 'value', 'consumer', 'generate', 'data', 'ebay', 'amazon', 'google', 'sxsw']"
7988,"['sxsw', 'see', 'demo', 'google', 'map', 'mobile', 'rotational', 'viewing', 'cool']"
7080,"['apple', 'open', 'pop', 'shop', 'austin', 'sxsw', 'ipad', 'release', 'link', 'sxsw', 'apple', 'ipad2', 'popupshop']"
6967,"['mention', 'wonder', 'street', 'closure', 'sxsw', 'make', 'google', 'map', 'show', 'link', 'sxsw', 'austin']"
4143,"['barry', 'diller', 'newsbeast', 'merger', 'might', 'work', 'barry', 'diller', 'link', 'news', 'barry_diller', 'iac', 'newsweek', 'sxsw', 'cyber', 'iphone']"
7028,"['ton', 'good', 'music', 'mention', 'free', 'sxsw', 'sampler', 'via', 'mention', 'link']"
877,"['first', 'meeting', 'link', 'code', 'valid', '59p', 'infektd', 'sxsw', 'necro']"
4870,"['excite', 'say', 'use', 'foursquare', 'gowalla', 'google', 'place', 'since', 'gotten', 'sxsw', 'survive', 'amazing']"
5316,"['mention', 'sxsw', 'sponsor', 'apple', 'plaid', 'boy', 'attract']"
5223,"['mention', 'fsw', 'sxsw', 'want', 'know', 'spec', 'parse', 'ajax', 'link', 'link']"
4,"['sxtxstate', 'great', 'stuff', 'fri', 'sxsw', 'marissa', 'mayer', 'google', 'tim', 'reilly', 'tech', 'book', 'conference', 'amp', 'matt', 'mullenweg', 'wordpress']"
3052,"['google', 'presentation', 'sxsw', 'trade', 'show', 'busy', 'trade', 'show', 'nice', 'side', 'time', 'link']"
5692,"['mention', 'drive', 'around', 'austin', 'google', 'street', 'view', 'scoping', 'location', 'desk', 'sxsw']"
3125,"['marissa', 'meyer', 'demo', 'google', 'augment', 'reality', 'sxsw', 'link']"
2492,"['get', 'ipad', 'discus', 'sxsw']"
3855,"['mention', 'biyt', 'email', 'like', 'google', 'voice', 'email', 'loveit', 'sxsw', 'startupbus']"
4778,"['mention', 'see', 'austin', 'google', 'streetview', 'check', 'apartment', 'sxsw', 'austin', 'easy', 'click']"
7510,"['mention', 'question', 'day', 'quot', 'google', 'circle', 'quot', 'new', 'social', 'network', 'horizon', 'sxsw']"
6458,"['mention', 'amp', 'google', 'mention', 'amp', 'bing', 'mention', 'rank', 'sxsw', 'session', 'mon', '30pm', 'link']"
6294,"['mention', 'marissa', 'mayer', 'google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile', 'link', 'sxsw']"
1149,"['follow', 'buzz', 'hee', 'hee', 'google', 'drip', 'feed', 'information', 'facebook', 'rival', 'circle', 'sxsw']"
575,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw', 'mention', 'big', 'gaga']"
3770,"['ipad', 'session', 'full', 'love', 'energy', 'formation', 'hyatt', 'hall', 'way', 'overflow', 'session', 'rebeltv', 'sxsw']"
4147,"['mention', 'let', 'know', 'get', 'apple', 'sxsw', 'colleague', 'fly', 'vega', 'short', 'trip', 'day']"
854,"['radio', 'look', 'new', 'band', 'radio', 'show', 'listen', 'link', 'link', 'nowplaying', 'newmusic', 'sxsw', 'pls']"
5920,"['mention', 'google', 'unveil', 'new', 'data', 'visualization', 'tool', 'open', 'source', 'base', 'gapminder', 'bavcid', 'sxsw', 'pic', 'link']"
6615,"['mention', 'mention', 'tweet', 'register', 'exclusive', 'pass', 'event', 'party', 'ipad', 'sxsw', 'liberty', 'free', 'sxswpass']"
6003,"['mention', 'hey', 'sxsw', 'er', 'mention', 'mention', 'last', 'day', 'get', 'austin', 'iphone', 'app', 'free', 'link', 'travel']"
4496,"['stop', 'let', 'make', 'custom', 'iphone', 'case', 'zazzlesxsw', 'sxsw', 'sxswi', 'link', 'link']"
8174,"['huuray', 'mention', 'japan', 'docomo', 'introduce', 'mobile', 'apps', 'six', 'year', 'apple', 'come', 'app', 'store', 'jpmobilesummit', 'sxsw']"
6656,"['mention', 'shoe', 'foot', 'newspaper', 'always', 'chase', 'young', 'reader', 'sxsw', 'young', 'developer', 'pack', 'panel', 'ipad', 'design', 'boomer', 'yourmom']"
2369,"['official', 'buying', 'ipad', 'sxsw', 'elevate']"
4781,"['nope', 'mention', 'launch', 'social', 'network', 'sxsw', 'link']"
7993,"['great', 'presentation', 'ipad', 'headaches', 'great', 'think', 'wundertablet', 'mention', 'sxsw']"
2951,"['sxsw', 'mention', 'intrvw', 'mention', 'quot', 'govt', 'vend', 'machine', 'put', 'get', 'svcs', 'platform', 'iphone', 'teach', 'moment', 'quot']"
5626,"['mention', 'come', 'aquent', 'booth', '1413', 'sxsw', 'learn', 'internetonlinewebsite', 'com', 'meet', 'amp', 'enter', 'win', 'ipad']"
6972,"['mention', 'word', 'motherboard', 'mention', 'want', 'iphone', 'apps', 'head', 'sxsw', 'today', 'hot', 'one', 'link']"
8717,"['mention', 'use', 'mention', 'mention', 'ipad', 'app', 'example', 'good', 'navigation', 'sxsw', 'link', 'via', 'mentionn']"
1842,"['rumor', 'pop', 'apple', 'store', 'sxsw', 'exists', 'still', 'sell', 'ipads', 'link']"
5987,"['mention', 'help', 'clean', 'organize', 'news', 'content', 'mention', 'great', 'job', 'ipad', 'owner', 'sxsw', 'sxswi']"
538,"['mention', 'get', 'ready', 'word', 'quot', 'circle', 'quot', 'trend', 'sxswi', 'sxsw', 'google', 'circle', 'social']"
2807,"['today', 'tech', 'tidbit', 'ipad', 'take', 'sxsw', 'video', 'link', 'via', 'mention', 'mention', 'ipad2', 'sxsw', 'tech']"
5802,"['mention', 'google', 'party', 'sxsw', 'mention', 'maggie', 'mae', 'others', 'link']"
5597,"['mention', 'wait', 'anymore', 'quot', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'quot', 'via', 'mention', 'link', 'google', 'circle', 'sxsw']"
7207,"['google', 'doodle', 'sxsw']"
7344,"['ipad', 'download', 'broadfeed', 'app', 'well', 'content', 'delivery', 'link', 'sxsw']"
7561,"['apps', 'distract', 'pub', 'sez', 'khoi', 'vinh', 'instead', 'focus', 'reader', 'exp', 'deliver', 'content', 'way', 'sxsw', 'link']"
8097,"['sxsw', 'mistake', 'make', 'build', 'netflix', 'iphone', 'plus', 'see', 'source', 'code', 'link']"
785,"['google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw', 'via', 'mention', 'mention']"
1410,"['quot', 'download', 'free', 'iphone', 'app', 'sort', 'social', 'networking', 'kind', 'thing', 'quot', 'sxsw', 'fail']"
155,"['marc', 'ecko', 'sxsw', 'launch', 'iphone', 'app', 'autodial', 'political', 'change', 'link', 'edreform', 'edtech', 'eduvc', 'fightthepaddle']"
7807,"['interview', 'mike', 'tyson', 'makeshift', 'box', 'ring', 'sxsw', 'upcoming', 'iphone', 'game', 'let', 'fight', 'pauly', 'celebs']"
3010,"['day', 'still', 'long', 'line', 'apple', 'store', 'austin', 'apple', 'ipad2', 'sxsw']"
1687,"['mention', 'ipad', 'lounge', 'recharge', 'see', 'art', 'ipad', 'show', 'daily', 'sxsw', 'austin', 'detail', 'link']"
4015,"['await', 'keynote', 'speaker', 'chris', 'poole', 'sxsw', 'iphone', 'twitpict', 'link']"
7456,"['cunning', 'apple', 'keep', 'ipad2', 'popup', 'store', 'open', 'late', 'next', 'sxsw', 'party', 'impulsive', 'late', 'night', 'purchase', 'regret']"
3864,"['mention', 'look', 'lot', 'good', 'iphone', 'good', 'see', 'occasional', 'tweet', 'sxsw']"
2734,"['gotta', 'love', 'sxsw', 'google', 'calendar', 'feature', 'top', 'party', 'show', 'case', 'check', 'mention', 'via', 'mention', 'link']"
1896,"['buy', 'ipad2', 'turn', 'ipad1', 'apple', 'store', 'wipe', 'clean', 'donates', 'school', 'mrs', 'job', 'idea', 'apple', 'ipad2', 'sxsw']"
5443,"['mention', 'apple', 'open', 'pop', 'store', 'sxsw', 'release', 'ipad', 'amp', 'quite', 'scene', 'geek', 'power', 'link']"
570,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'update', 'happen', 'sxsw', 'link']"
6710,"['mention', 'temporary', 'apple', 'store', 'def', 'tent', 'powerhouse', 'gym', 'sxsw', 'link']"
5855,"['mention', 'google', 'route', 'around', 'traffic', 'save', 'driver', 'year', 'time', 'per', 'day', 'find', 'best', 'route', 'sxsw']"
1817,"['quot', 'full', 'service', 'web', 'app', 'mac', 'quot', 'assume', 'something', 'like', 'iphone', 'app', 'internet', 'explorer', 'sxsw']"
8320,"['wait', 'seriously', 'mention', 'google', 'place', 'value', 'domain', 'extension', 'equal', 'sxsw', 'qagb']"
3395,"['link', 'ohh', 'marrisa', 'people', 'hat', 'huh', 'google', 'sxsw']"
3328,"['google', 'belong', 'sxsw', 'link']"
9075,"['quot', 'mom', 'ipad', 'quot', 'session', 'yourmom', 'sxsw']"
6103,"['mention', 'able', 'afford', 'attend', 'sxsw', 'buy', 'ipad', 'today', 'consider', 'save', 'japan', 'earthquake', 'relief']"
2976,"['sxsw', 'mention', 'google', 'ask', 'quot', 'want', 'know', 'quot']"
981,"['open', 'time', 'tues', 'amp', 'wed', 'news', 'site', 'manager', 'want', 'chat', 'google', 'news', 'let', 'know', 'sxsw']"
191,"['ipad', 'queue', 'sxsw', 'course']"
5089,"['mention', 'mention', 'false', 'alarm', 'google', 'circle', 'come', 'ûòand', 'probably', 'ever', 'link', 'google', 'circle', 'social', 'sxsw']"
700,"['sxsw', 'iphone', 'app', 'mock', 'like', 'money', 'come']"
8871,"['sxsw', 'crowd', 'ipad', 'launch', 'cnn', 'link', 'sxsw']"
607,"['mention', 'something', 'call', 'google', 'place', 'hotpot', 'work', 'recommendation', 'engine', 'sxsw']"
302,"['sxsw', 'apple', 'store', 'open', 'noon', 'day', 'close', 'run', 'ipad2s', 'buy', 'stock', 'year', 'ago']"
3421,"['bing', 'icanhas', 'fire', 'still', 'go', 'keep', 'search', 'google', 'though', 'sxsw', 'thanksforthebrandedshades']"
8913,"['time', 'switch', 'mention', 'iphone', 'zip', 'sxsw', 'chatter']"
1061,"['yen', 'mention', 'important', 'make', 'sure', 'donate', 'japanese', 'red', 'cross', 'link', 'sxswcares', 'sxsw', 'quake']"
3445,"['google', 'future', 'contextual', 'discovery', 'quot', 'smarter', 'quot', 'efficient', 'mobile', 'device', 'sxsw']"
1070,"['iphone', 'say', 'connect', 'internet', 'even', 'though', 'sxsw', 'wifi', 'work', 'great', 'computer', 'suggestion']"
2206,"['marissa', 'mayer', 'mention', 'future', 'quot', 'contextual', 'discovery', 'quot', 'image', 'location', 'personalize', 'context', 'recommendation', 'sxsw']"
7340,"['hmm', 'ipad', 'charge', 'last', 'night', 'worry', 'make', 'full', 'day', 'sxsw']"
8209,"['anyone', 'get', 'news', 'google', 'circle', 'social', 'network', 'announcement', 'sxsw']"
7680,"['google', 'try', 'launch', 'new', 'social', 'network', 'call', 'circle', 'link', 'sxsw', 'mention', '310409h2011']"
4643,"['mention', 'nice', 'mention', 'article', 'mention', 'android', 'iphone', 'app', 'sxsw', 'launch', 'link', 'come', 'vip', 'launch', 'party']"
7684,"['google', 'crisis', 'response', 'site', 'good', 'info', 'japanese', 'earthquake', 'tsunami', 'link', 'sxsw', 'sxswi']"
7997,"['circle', 'set', 'fail', 'complicate', 'june', 'mention', 'google', 'set', 'launch', 'new', 'social', 'network', 'circle', 'today', 'sxsw']"
5601,"['mention', 'catch', 'talk', 'text', 'speech', 'android', 'amp', 'chrome', 'league', 'extraordinary', 'hacker', 'link', 'sxsw']"
7023,"['connect', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw']"
4894,"['socialmedia', 'music', 'story', 'may', 'miss', 'weekend', 'link', 'via', 'mention', 'sxsw', 'ipad2', 'iphone']"
226,"['wonder', 'street', 'closure', 'sxsw', 'make', 'google', 'map', 'show', 'link', 'sxsw', 'austin']"
3355,"['abba', 'gotten', 'diss', 'sxsw', 'panel', 'row', 'love', 'music', 'amp', 'apis', 'googletv', 'ipad', 'apps', 'connect', 'experience', 'poor', 'abba']"
5896,"['mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw']"
8755,"['user', 'drive', 'billion', 'mile', 'year', 'google', 'map', 'navigation', 'link', 'via', 'mention', 'sxsw']"
3437,"['despite', 'sxsw', 'rumour', 'fly', 'around', 'yesterday', 'launch', 'google', 'circle', 'plan', 'week', 'link']"
1694,"['mention', 'qagb', 'mention', 'listen', 'mention', 'mention', 'talk', 'website', 'rank', 'google', 'bing', 'sxswi', 'sxsw', 'google', 'bing']"
6894,"['mention', 'experiment', 'tinker', 'like', 'ninety', 'quot', 'best', 'view', 'ipad', 'new', 'best', 'view', 'internet', 'explorer', 'quot', 'sxsw']"
1046,"['mention', 'mention', 'interrupt', 'regularly', 'schedule', 'sxsw', 'geek', 'program', 'big', 'news', 'link', 'google', 'circle']"
3447,"['deep', 'heart', 'texas', 'ipad', 'margarita', 'hand', 'sxsw', 'link']"
8051,"['ipad', 'sell', 'temporary', 'apple', 'store', 'congress', 'sxsw']"
9074,"['quot', 'mom', 'ipad', 'design', 'boomer', 'quot', 'sxsw', 'mention', 'austin', 'convention', 'center', 'link']"
4736,"['quot', 'transparency', 'choice', 'control', 'define', 'google', 'product', 'quot', 'mayer', 'thereby', 'define', 'google', 'brand', 'value', 'sxsw']"
4497,"['swisher', 'mccue', 'see', 'clear', 'flow', 'netscape', 'yahoo', 'google', 'term', 'learn', 'mistake', 'prior', 'sxflip', 'sxsw']"
1219,"['want', 'song', 'let', 'work', 'google', '285', 'sxsw']"
6016,"['mention', 'accidentally', 'take', 'ipad', 'techi', 'set', 'pepsicostage', 'would', 'please', 'return', 'sxsw', 'link']"
3988,"['first', 'book', 'purchase', 'new', 'ipad', 'mention', 'quot', 'thank', 'economy', 'quot', 'wait', 'crushit', 'afternoon', 'sxsw', 'tye']"
4912,"['honor', 'apple', 'sxsw', 'pop', 'shop', 'thought', 'landlord', 'amp', 'lease', 'agent', 'utilize', 'pop', 'shop', 'link']"
4494,"['wow', 'demand', 'ipad', 'insatiable', 'seem', 'sell', 'everywhere', 'austin', 'texas', 'suppose', 'sxsw', 'town', 'help']"
6945,"['mention', 'win', 'sony', 'xperia', 'play', 'android', 'phone', 'sxsw', 'tuesday', 'detail', 'link']"
5700,"['mention', 'epic', 'one', 'guy', 'wait', 'line', 'ipad', 'austin', 'sxsw', 'link', 'sxsw', 'ipad', 'ipad2']"
8353,"['sxsw', 'teach', 'anything', 'want', 'ipad', 'dont', 'know']"
957,"['mention', 'official', 'sxsw', 'app', 'sxsw', 'link', 'android', 'iphone', 'ipad', 'thanks', 'instal']"
2870,"['geek', 'leave', 'austin', 'music', 'people', 'hit', 'town', 'look', 'feel', 'becomes', 'unique', 'less', 'apple', 'brand', 'sxsw']"
4434,"['verizon', 'iphone', 'kick', 'hairy', 'butt', 'sxsw', 'amp', 'phone', 'sxsw', 'link']"
4974,"['see', 'google', 'new', 'map', 'mobile', 'building', 'super', 'fast', 'rendering', 'network', 'sxsw']"
2962,"['sxsw', 'mention', 'rather', 'web', 'large', 'data', 'set', 'become', 'valuable', 'amazon', 'google', 'adwords', 'netflix']"
2201,"['give', 'away', 'apple', 'gift', 'card', 'exchange', 'serious', 'style', 'find', '6th', 'conv', 'cntr', 'look', 'hot', 'rest', 'sxsw', 'fashion']"
99,"['gsd', 'amp', 'amp', 'google', 'industry', 'party', 'tonight', 'mention', 'see', 'link', 'sxsw', 'austin', 'welivehere', 'gsdm']"
8956,"['follow', 'sxsw', 'taptu', 'quot', 'apple', 'ipad', 'line', 'sxsw', '2011', 'video', 'quot', 'link', 'share', 'taptu']"
2558,"['get', 'android', 'party', 'sxsw', 'androidsxsw', 'paint', 'time', 'blahzay', 'link']"
8446,"['may', 'man', 'sxsw', 'without', 'iphone']"
4200,"['app', 'call', 'hand', 'sxsw', 'mention', 'need', 'app', 'turn', 'iphone', 'wifi', 'mouse', 'ipad', 'exist']"
5540,"['mention', 'backupify', 'announces', 'cloudsight', 'search', 'first', 'searchable', 'archive', 'solution', 'social', 'medium', 'google', 'apps', 'sxsw', 'sxswi', 'link']"
1649,"['nice', 'mention', 'yes', 'gowalla', 'win', 'best', 'andoid', 'app', 'team', 'android', 'choice', 'award', 'thanks', 'sxsw']"
6198,"['mention', 'josh', 'clark', 'hate', 'ipad', 'back', 'button', 'heat', 'million', 'sun', 'tapworthy', 'sxsw']"
6296,"['mention', 'marissa', 'mayer', 'google', 'connect', 'digital', 'amp', 'physical', 'world', 'mobile', 'link', 'sxsw']"
4500,"['line', 'around', 'block', 'sxsw', 'pop', 'apple', 'store', 'mention', 'apple', 'store', 'sxsw', 'link', 'photo']"
1155,"['audioboo', 'front', 'apple', 'ipad', 'queue', 'link', 'sxsw', 'sxswsa', 'apple', 'ipad2', 'austin', 'texas']"
2256,"['go', 'big', 'google', 'get', 'use', 'amp', 'site', 'hipster', 'ûªre', 'sxsw', 'link', 'sxsw', 'tech', 'social']"
3171,"['prepping', 'attend', 'sxsw', 'without', 'iphone', 'dehumanizing', 'experience']"
7401,"['apple', 'pop', 'store', 'austin', 'sxsw', 'get', 'peeps', 'line', 'store', 'finish', 'brand', 'power']"
7159,"['look', 'forward', 'hear', 'google', 'mention', 'present', 'today', 'sxsw']"
3109,"['new', 'competition', 'link', 'mention', 'google', 'check', 'offer', 'sxsw', 'smccolumbus']"
4549,"['anyone', 'know', 'name', 'experience', 'share', 'iphone', 'app', 'mention', 'quot', 'last', 'broadcast', 'quot', 'panel', 'sxsw', 'thanks']"
5424,"['mention', 'apple', 'two', 'austin', 'store', 'week', 'downtown', 'presence', 'change', 'sxsw', 'popup', 'store', 'link', 'mention']"
2050,"['sxsw', 'apple', 'school', 'marketing', 'expert', 'sxsw', 'link']"
8816,"['sxsw', 'festival', 'time', 'omg', 'scar', 'get', 'netbook', 'firm', 'ipad', 'droid']"
8906,"['mention', 'say', 'able', 'get', 'ipad', 'sxsw', 'apple', 'open', 'pop', 'store', 'austin', 'sxsw', 'link']"
263,"['iphone', 'app', 'screen', 'sxsw', 'miss', 'link']"
4062,"['mention', 'last', 'least', 'get', 'copy', 'stupid', 'game', 'plus', 'iphone', 'link', 'also', 'special', 'sxsw', 'price']"
5535,"['mention', 'awesome', 'new', 'version', 'mention', 'iphone', 'amp', 'new', 'web', 'site', 'come', 'sxsw', 'want', 'demo', 'meet', 'mention', 'sxsw']"
6617,"['mention', 'mention', 'walk', 'pop', 'apple', 'store', 'like', 'walk', 'future', 'ipad', 'type', 'computer', 'sxsw']"
8121,"['google', 'test', 'ûïcheck', 'offer', 'sxsw', 'link', 'via', 'google', 'sxsw', 'check']"
8156,"['wahoo', 'sxsw', 'party', 'free', 'beer', 'tacos', 'ritas', 'thurs', 'link']"
1803,"['new', '4sq3', 'look', 'like', 'go', 'rock', 'update', 'iphone', 'android', 'push', 'tonight', 'link', 'sxsw', 'keepaustinweird']"
4737,"['consumerist', 'quot', 'bad', 'company', 'america', '2011', 'quot', 'tournament', 'bracket', 'apple', 'pit', 'microsoft', 'first', 'round', 'sxsw']"
2386,"['there', 'class', 'war', 'form', 'sxsw', 'ipad', 'owner', 'first', 'gen', 'owner']"
6695,"['mention', 'surprise', 'apple', 'open', 'pop', 'store', 'austin', 'nerd', 'town', 'sxsw', 'get', 'new', 'ipads', 'link', 'cnet']"
5760,"['mention', 'gabacustweets', 'ipad', 'sell', 'go', 'new', 'buyer', 'report', 'link', 'sxsw', 'link', 'socialmedia', 'brk']"
1960,"['google', 'team', 'panel', 'say', 'agency', 'attitude', 'think', 'agileagency', 'sxsw']"
2977,"['hahart', 'mention', 'wake', 'pile', 'ipad', 'amp', 'empty', 'loko', 'can', 'think', 'might', 'yobongoed', 'someone', 'last', 'night', 'sxsw', 'stratlandia']"
8681,"['google', 'quot', 'product', 'gatekeeper', 'quot', 'marissa', 'mayer', 'location', 'base', 'quot', 'fast', 'fun', 'future', 'quot', 'link', 'mention', 'sxsw']"
1844,"['get', 'shiny', 'new', 'ipad2', 'sxsw', 'discover', 'new', 'music', 'link', 'build', 'html5', 'flash', 'look', 'great', 'ipad']"
1735,"['tech', 'sxsw', 'apple', 'school', 'marketing', 'expert', 'thousand', 'town', 'demonstrate', 'social', 'link', 'technology']"
2912,"['normal', 'scene', 'sxsw', 'ipad', 'lap', 'iphone', 'hand', 'link']"
8339,"['mention', 'takin', 'mic', 'touchingstories', 'ipad', 'tablet', 'sxsw', 'quot', 'ipad', 'change', 'industry', 'quot', 'rock', 'roll', 'brother']"
1987,"['computer', 'droid', 'mention', 'agnerd', 'confession', 'use', 'laptop', 'ipad', 'blackberry', 'follow', 'sxsw', 'afar', 'see', 'agchat']"
6547,"['mention', 'mention', 'google', 'launch', 'major', 'new', 'social', 'network', 'call', 'circle', 'possibly', 'today', 'link', 'sxsw', 'cool']"
7099,"['apple', 'open', 'temp', 'store', 'austin', 'sxsw', 'link', 'via', 'mention', 'ipad2']"
